mean pos,mean neg,Tweet
1,1,ILL BE COMING TO YOU FROM KANSAS CITY MOKS on Poetry by JaMeeLah will air 0313 httptobtrcoms940003 BlogTalkRadio
2,1,OH yes RT LaBellaLeigh How about we just push Emilie aside and replace her with KStew okay Perfect
2,1,RT STLScorpio31 One who smiles rather than rages is always the stronger Japanese Proverb quote RT STLScorpio31 One who smiles ra
1,2,RT OMGIKnowRight WHEN I READ CAPITALS THERE IS A SHOUTING VOICE IN MY HEAD OMGIKnowRight
1,1,nowplayning  paramore Thats What You Get
2,1,Listening toBaisdenLivemy three year screams hey mommy its Michael JacksonLOLthis is an old school girl then asked me is that the OJays
1,1,bristolskyblue neilflan by my count only one player can guarantee his starting place on June 12th any advances on 1
1,1,RT chloelecool Get drunk like an expert httpwwwvtravelledcomfeaturesarticleLondonsTop10SpecialistDrinkingVenues83266078501284251
2,1,Labels Say The Use of Social Media Is A MustThe music industry has been gaining ground in their attempts of  httpoohjacomx7ZRS
1,1,hh324 httpkingsoukutucomtwitnwaroth  shuzo
1,2,is annoyed a character in the James Bond film Die Another Day is the first result when he searched Zao in wikipedia
2,2,swaggar3lla Im mad woozyugh I need a hug smh beingsickmakesyouweak literally lol
1,1,BEFORE THE BELL US Stock Futures Higher MA Action Continues httpbitlydeBsWF
2,1,RT Social Media Guru Awesome  doesnt he look like Mark himc httpbitlygcr1y
1,3,Darn course packs lab coat and glasses 
1,1,And it is about the thing mentioned in the post description
1,2,Yall think its too early to change my pic for wardrobeWEDNESDAY 
1,2,Cant say its a surprise  Egypt score Fabio not impressed
1,1,KianaChante thats what I said Im printing everyting
2,2,Success is not the key to happiness Happiness is the key to success httpbitly9pyhm8
2,1,RT theellenshow Samesex marriage was legalized this morning in Washington DC  hopefully other parts of the country will follow their lead Go DC
1,1,Bootifulblkflwr isnt that a bomb outlook expressed in that quote
1,3,ugghhh going to be in so much troublee
1,2,RT bieberinmypants take a chill pill i dont think Caitlin and Justin are datingAnd if they are than its not a big deal forget dra 
3,1,Cant wait for the paraolympics 
2,1,Sukumar Azhikodu on Sachin hit 200 Sachin shud retire from hockey fakingnews D My last tweet
1,2,Forsureitsdb why are you gaining weight
2,1,GarethBRUTAL me too S
1,2,I can see why CA is bankrupt as a state Look at all the racist fools that attend universities there  and the people that support them
2,1,Burning Legion The Horde successfully attacked the Alliance Next battle 338 AM
1,1,RT crystallineree RT MossAllDay shOutOuts2 livnpruf27 crystallineree llalypop MILK85 Tee622THANX babeNo prob
1,1,Look4Articles Web Marketing Network Act Wisely Building web marketing network businesses that can offer httpbitlycseicV Visit Us
2,2,iREFUSEto be an asshole towards women even though thats what most are attracted to if I do meet someone whos into that maybe urnotforme
2,1,justinbieber please notice this httpwwwyoutubecomwatchvIF8DVTR8cvU it was made by a proud belieber not me iTzbiebershawty 29
1,1,jobs MedPed  Morristown TN US MedPeds needed  flexible practice scenario  beautiful east Tennessee Lak httpbitly9gQ4us
3,1,MrsPinkyIvory pink sweat suits frowning up n every pink sneaker n everything pink from lol girls I know I did lolol Im true to my pink
2,1,John Barnes Wayne Rooney And Steven Gerrard Are Englands Two Most Important   goalcom httpbitlyaVoPI1
2,1,I just so appreciate my Tweeps from across the pond They seem to understand American culture as much as we understand theirs anarchyUK
2,2,PaytonHeaney Hey sweet u unfollow me O 
1,1,Hot 155 Adsense Ready Adsense Powered Sites httpbitlyb2YDZg
1,1,Im broadcasting on blogTVcom now come see me httpwwwblogtvcompeoplelilmaggie
1,2,have i done much of my journal nope what a waste of an hour
1,1,the erroneous funk httptheerroneousfunkblogspotcomspreftw
3,1,cricepr Good for him Im a DMV nativesaw him from his humble beginningsso glad he put gogo on the map
1,3,manigjr oh dang i wish i could just go to the globe and buy one but above sucks 
2,1,meeranagaraj Hi Meera nice to see you here How are you Where are you I am with your previous company  Wipro 
1,1,Twitter adds to Dalai Lamas virtual virtues httptinyurlcomyjjq8yj
2,1,IRunToLove Will you please scratch my back 
2,3,alkerton I would have answered YOUR HOMETOWN ASSHOLE to that last one Just for shits and giggles
1,3,the IBS show is coming up they are soooooo gonna break my pockets
2,2,Lmao Funniest Shyt I Seen 2Day RT SiMPlYFlAWlESS thomasinaa told starshaa johnn dick dont qet hardd muchh cont httptlgdd66nt
1,4,RT MonStarMimz RT violetnight F A S H I O N yeathatsmyshit U knw this RIP McQUEEN Ledgend
2,1,RT AngelaSimmons Laughter is the way to my heart 
2,2,MiikeLowery LMAO Im CeCe but iamAbnerTaylor is my only Twitter boo Sorry
3,1,Saying good morning to everyone Another gorgeous morning in Surrey Wishing you all well
1,1,just joined a video chat with 43 other people at httptinychatcomthepartyyy tinychat
2,1,My favorite song Communication Breakdown By Led Zeppelin Is playing on WRAT Listen now httpstreamwratcom
3,1,RT trudydehacker six sixes in an over 200 runs in ODI 10 wickets in an inning max fours in ODi max runs in ODI and test  all records belong to INDIA 
1,1,AZ news Ariz House votes to try using tires to fill mines httpbitlycUof8d
1,1,Portmeirion Apple Harvest Wall Clock httpsnipurlcomulifj
2,1,I really think this past weekend has made me realize something that i never thought possible i think it made us closer than before
2,3,just a random day in Belgradeplaying with little ones  missed them a lot my dog  toy poodle Pierre and sisters dog Leo
1,2,TonJonas my car actin stupid i think my power steerin bout to go bad look
2,1,RT shianne MrSoloDolo3DH I want em I think me tawpteam3dh Aniya and ant jr gon get em then all of yall just cop em lol
3,1,JadeTeamByrne What colour are they I NEED some new shoes lol x
1,1,Current Disneyland Discounts  Special Offershttptinyurlcomya2uh6j
1,2,RT 9KayBeauty0 Dis gurl said she got pregnant to get attention smhthingsBASICbitchesdo
2,1,Watching Toy Story In a better mood already 
1,3,AntiSocialBitxh i aint THAT slow 
1,3,Is it Bad to Have es Type off feelinqq when you aintt Aroundd  Missin Baby   ets kindaa retarted i havee too tell yuhrr sisterr fahh yuh
1,1,mitzihotcakes httpwwwmyspacecomntiemann
3,1,I luv gang of roses wit lisa ray  stacy dash I luv them ma fav actress
3,1,My favourite place in the world RT GuardianBooks Shakespeare and Company a creative sanctuary  Stephen Emms httpbitlyc2DH1R
3,2,RT highlandwhite without a spotlight you speak your mind and by golly you get results not for fame or the big I am purely for another human you see in
3,1,Im hosting this weeks BSI Wait for tonights ingredient reveal on my blog D
2,1,httptwitpiccom16bbjc  The night would not be complete wout a trip to Sephora
2,2,The only true wisdom is in knowing you know nothing
1,1,MMA event Friday at Park Place Dome httpbitlybCZvQz
1,1,Can the Dodgers Make it Three Straight NL West Titles in 2010 httpbitly9BL0As dodgers mlb
3,3,Lookinggggg A HotMess Still Want To Seee My BD Though I Lovee That Boy
1,1,Comparing the new Windows 7 versions httpsupr2frbo0
1,3,This weather is shitty it is so effing slow at work and I am beyond bored Pretty much bored to tears I should probably just do homework
1,1,article about how support over pay keeps top teachers in classrooms httpowly1dR12
2,2,lmao my fable for english was awesome it was about a hawk lying to a penguin saying it can fly etc lmao still penguin you cant fly P pats
1,1,tyrabanks pls RT and watch officialcharice Pyramid Music Video httpbitlyaUqiA6 Oprah  David Fosters protege
1,2,oneofmyfollowers jst made me hungry wen dey t0ld me wat dey c00ked
1,1,Im at AyeBloodyRights Domain Danes Crescent Glasgow http4sqcom9oZR1S
1,1,QKENAPA JOE JONAS Asoalnya cakeeeeep  httpformspringmekikeeeeeyq257034549
1,3,This one Or is my smile gayyyy httptweetphotocom13139779
2,3,RT OlDirtyDennis realthugs dont eat icecream on a cone ever Lmao
1,2,Dynamite619 Im just goin play zone cause its obvious that u cant win when someone plays zone against u
1,1,One bedroom apartment with bay view berkeley north hills 1300 1bd SFO cl realestate rent httpbitlycQy4U9
3,1,Jason does not have a farmville because the government pays him a subsidy to not grow imaginary bullshit  I love my friends
2,1,Everyone seriously needs to get liltunechis rebirththe mans a genius
3,1,Listenin to some of my old songs laughin LOLwhats funny is i shopped some of these WHOA hahaAlways been mad confident lol smh
2,2,bensonjunior ok then well sorry that i havent been able to breath all yesterday and today to be able to call you
3,1,Its time Home sweet home
2,1,Tweeple n specialteams mates hope youll stop by and check out the ning I created for all of us httpspecialteamsningcom
2,1,I favorited a YouTube video  The Big Bang Theory  Sheldon Bazinga  httpyoutubesiWh5qnpclka
1,1,Rated 96 DECEMBER letra SHADOWS FALL  Letras de Msicas  eLetrascombr  httptyntme3tEp
1,1,Green Building White House Releases Fact Sheet for HomeStar Energy Efficiency  httptinyurlcomyj7sokq
1,2,RT StylezP mylioness who is this asshole tryna diss people on twitter just what you said An asshole hiding behind a name girl
1,1,The Denny Hamlinmedia feud that wasnt via Twitter httpbitlycL5CvY  NASCAR
2,1,Fantastic Forex Latest Forex Converter Yahoo Au httpwwwforextradingautomatedrobotcomlatestforexconverteryahooauctions4html
1,1,Morniing ayymakasiiRT veliimar Morning all Have a beautfuIl thursday Cpet sembuh yaa saiiank miss you 
2,2,is buffalo dat wack that I just had to be smitten by sum1 dats in NYC really thou really
3,1,Thanks means a lot to the volunteers who have grown it to this point RT sav01 mpaynknoper agchat  very impressive in my opinion
2,1,Jehremy Youll be seeing this soon enough too and agreeing RT Jchawes Craziness httpyfrogcomjpqdasj
1,1,Worldwide RT AdeleMcAlear Question of the day What location do you have your Trending Topics set to httptwtpollcomzvt31w
1,1,QWhat music are you listening to today AJustin bieber httpformspringmedestinyh1316q256922151
2,1,joeymcintyre the dipance is youuuuu is possibly my favorite part of Griffins music video He really feels the music Adorbs
1,1,After Elvis Presley hair it now fashion outfits of stars Designer wears that wrapped Michael Jackson Elvis Presl httpbitlycAwBYg
1,1,RT Bonezine  QT scarletwasp  RT kizall httpblogsyahoocojpturiwato10229014html  httpt 
2,2,im out of popcorn and only a small bit of toast left I want more toast going to make more toast in commercial break
2,1,everythings better tilted RT vtravelled A day in the life of New York City in miniature httpvimeocom9679622  NYCEDC
3,2,RT DJFRANZEN Thankful and humbled for another day of Life It is truly a blessing Never take life for granted Live each day like it was
1,1,All who saw the FAMUSexTape MUST follow and review the timeline of  RT freshalina This would make for a helluva episode of Man vs Food
1,1,AMAN ATHWAL collection latest write up Bangs and Bangles httpbangsandbanglesblogspotcom
2,2,making my sister walk on my backk baha needs a good crackinn
2,2,BillsAttention really omg At me was not bad But I think that could will be better haha and how you feel today
2,1,RT fentylovegood 060 from 365shots  Show your love  httppostlyQWyQ
1,3,InsaneSteez and fuck it if I misspelled my last  comment to you my bad
1,1,RT JonasJoeWorld RT if youre in the JonasFamily and you want JonasBieberPEACE  And dont forget to think of cont httptlgdddqib
1,2,RT theonlinemom Although we report on the studies we do not believe video games are the cause of violent behavior in children httpbitlyUbVoM
2,1,i like that game better than the usual i spy my credit card at revival i usually play on sat mornings legendsleague
3,1,louiehiguera Waddup brotha I needs to get my Twitter chops up 
1,3,RT crazimonkay Lamatrix RIPMadisonBieber Unbelieveable Just because theres a Jonas TT like that Wow Justin Bieber fans are PATHETIC
2,2,i dont care what johncmayer says in his interviews his lyrics  his tweets make me smile i feel all warm  fuzzy on the inside
3,1,RT iamdiddy Attention paris I have a party at club VIP on thursday Lets go Spread the word Last cont httptlgdd7v83
1,1,RT twirusnl RT mjmulders1989 Help mee om een representatieve Twexitpoll te maken en ReTweet Twirus Exit Poll httpbitlybEG4LA
1,2,TheRichLane What up Bruh Bruh Yo Im bout to order them Ray Bans twitpic ya jawns for me Im not sure if mines is the right ones
1,1,mersilavie httpwwwgamagocomproductphpproductid16962cat279source100302blast
1,1,Now you can text to help people affected by the Chile quake News httpbitlybuQwzL via addthis
3,2,Its almost time for American Idol and its the guys night since one of the girls was too sick to perform Get better Crystal
1,1,PhilJohnB First in Holloway and then for the last week in Triins place Are you going to be around 293244
2,2,InterestingIm checkin my email  I see that Manny Pacquiao sent me a Facebook friend request I wonder if its really himhmmm
3,1,I experienced that 2nite RT TheIntelligentW I Love Seeing Health  Fitness Experts That Look Like They Just  httpbitlycTSzW6
1,1,fadlynesia wkwkwkkw pempek yg dijalaprang yh hahay
1,1,Ohio State Buckeyes mens basketball team runs over Illinois to secure share of Big Ten title Jon Diebler has 21  httpbitly9EBi9u
4,1,RT slownessmood Thanks to peru china korea argentina usa and brasil for help our people THE HELP IS COMMING
1,2,kakakakourtney bad newshe couldnt unlocked it
2,1,RT BelieberBabes JonasBieberPeace good to know
2,2,That retweet most likely due to JOHNSTEWART and daily show pointing out the hypocracy of it all Go John
3,1,rainnluv Kris and Cale singing that remains to be my favorite thing ever
1,1,RT EmoneyyBags TeamEur0 Everything European
1,2,My beard trimmer isnt charging due probably to a difference in voltage Im going to look like Karl Marx
2,1,RT shoppingqueeen The only real valuable thing is intuition Albert Einstein
2,2,PrettieBirdie talkin to funny ass Brian from Youtubeand I got a tweet from alonzo toonow Im gettin tired u
1,1,tommcfly you tried the marmite cereal bars
3,1,youngmyke Thank you OHHH Chrissy Remember her Anywhoshe preggy
3,3,Lol Jip it was a far and long drive RT sampaddock Water for carlafourie at geeksushi
1,1,RT CyberDivaVA Internet Marketing Professor Social Media Tips for Artists Do you serve a small niche like the ar httpbitlycq4W6g
1,2,The narrators voice has me pinned I cannot move All I can do is wait for him to say 1960 with light crisp emphasis
4,1,2 all my new friends Welcome Peace and Love 2 all 2 all MY FRIENDS I am very hon httpchattercoma2dmnp
2,1,NEWS CAMPAIGNERS are moving a step closer to making a lethal road safer to cross Villagers in North Weald are fi httpbitlybPXafs
1,3,Now Im scared too go to sleep cuntwhoreee was telling me ghost stories Ughh
1,2,So is Microsofts software plus services strategy dead It appears to be all cloud now pcbuzz
3,1,RT ddlovato Well Be A Dream is now available as a single on Itunes Check it out
3,1,mollyheartssoap Heeeey So I was right about Babs having a boyfriend x
1,1,Dinsypedia when you work out why I want to know
1,2,ceisenhood Hm that or maybe bc the site got hacked a few weeks ago wachen can you check why older Local articles arent Google indexing
1,2,NewsPearson was arrested today at Pierce College in Woodland Hills CA for the crime of making criminal threats
5,1,JarvisTheArtist Im good lil homey Ready to get this WORK in witcha LETS GET IT
3,1,Won my 3rd match out of 8 5 more to go Allez meee
2,2,RT UPANDCOMING93 LiLSaVaG3KeN y u in shorts and a t shirt playing ball in da park  damn lol u dedicated lmaostfu
1,1,ok so more info for the festival in the midlands its on the 21st march and Im on at 10pm more info to follow httpbitlyc4mhHO
1,1,Check Out At MySalonBrandcom httpwwwmysalonbrandcomcatalogproductviewid4264 Tigi Catwalk Root Boost 85 oz
1,1,cosmicblack Currently listening toHisssss
2,1,Great men are they who see that the spiritual is stronger than material force that thoughts rule the world  Ralph Waldo Emerson
2,1,Shoutout to Pretty woman getyourhoneyon
4,1,im so happy all thz snow meltinq
1,1,RT dmccraine When i tell ppl Im a trainerthey think gym RT c4lpt I am a learning profI help people learnI am not a trainer lrnchat
1,1,Dr Seuss birthday a lesson for readers Parties in the MidOhio Valley and across the nation this week honor the httpbitlyaO64OU
1,1,Ada kue yg ky semangka ga comauuRT theZico Pasar klojen RT utsjkiew DmanaadmanaaRT theZico Lemah bgt gw dihadapan kue2 basah
4,1,Oh my Cherry Bomb by Dakota  Kristen  AMAZING Oh man this movie is gonna ROCK httpbitlycUraaJ
2,1,rohmeo01 sounds like a perfectly reasonable thing to do to me Why not
1,1,RT googlewave Google Wave email notifications are here for testing Get immediate hourly or daily updates httpbitlyclpDXI
1,1,Last chance to get blistered by Rust Belt Sermon is April 9 at The Frequency httptinyurlcomy8eh3lt
1,1,qnoy2k indosiar will show the rerun hours after thatif not mistaken around 10pmthe same dayif not mistakenI saw the ad
1,3,This nigguh needs to chill the fuck out fucken fat shit
1,1,Chegou uma caixa da Ludwing o Limited Classic Maple de 14x65 o som mais clssico de caixas de madeira httpbitlyb9JsfC
1,1,Turkey presses Obama ahead of Armenia genocide vote httpbitlyc5ROja
2,1,Farahs TEES MAAR KHAN to release on December 24th 2010  News This Christmas audiences are in for a treat with F httpbitlyar5h5R
2,1,Grabbed some interviews at break Now rushing to write this story for Fox at 10 and CBS19 at 11
2,2,Neighbour cat is taunting my cat from outside Mavis meows a good game from behind glass but is to chicken to go defend her back yard
2,2,FaruqTheKing haha yeah i dont even know who Raheem Devaughn is so ill check him out and let you know
3,1,He is my all And I couldnt ask for more
1,1,RT WhiplashNet Inri Cristo a verso mstica de Hotel California httpbitlyaQiQjO
2,1,Now Casting Single Men  Women who are looking for love online Are you a single in your 20s 30s or 40s and  httpbitlycmiO8s
1,2,Man dont change the moneymoney change the man
1,2,okays im gonna do my makeup and get dressed now no one talks to me 
2,1,RT kajjajja Your heart and my heart  Are very very old friends Hafiz
2,1,Tip 14 Feelings only need to be felt so express them safely  privately  feel better soonsoon wink
1,1,RT JDiesen Sjekk ut Vampire Weekend VS Yeasayer  Giving Up the Alp Immuzikation Blend httpbitlycUUyZh musikktips
3,1,I love Softlips lip balm ilovesoftlips In fact I applied the vanilla flavor just a few mins ago 
2,1,souzafan Launched our tracker so join us for free leech oh seed too  h ttpBrazilTorrentscomregisterphp zj
2,3,And the annoying ones make me want to kill RT heatheryarrish Awkward people make me laugh
3,3,businessmind11 Hmmmm Not give the people a choice and expect them to accept the need for change Interesting and scary idea lol
1,2,Think I just taught my daughter the nuance btwn answering honestly but wa relevant omission and lying That probably wasnt very smart
1,1,Im the first to fall last to know whered you go now im heels over head im hanging upside dwnboys like girls
1,1,Ededeh Jammoko tanya Logatta bisa tongjii HahahahaRT mardjoedjaii safinaishak ededeee so balogat dia eh p
2,2,jjennieelliss i do not have a hickey i posted a status on facebook that if 50 people liked it it grow a beard xD
2,2,rymh You got plans for lunch I think we need to hang out for a bit Also just to stop me from watching cartoons over lunch
1,1,I70 WESTBOUND from I71 N 101 to I670 96 Jam Factor 0 Incidents 0 
1,2,Greatest Hits Box almost gone httpwwwyoutubecomwatchvdAqVgGoSF0
2,2,I miss you too twin NiaGalvin Ill be over in a few hun
1,1,See if you can guess where I am now Hint  They have Deschutes Black Butte Porter httptweetphotocom13252826
1,1,RT careerealism 7 Key Ways to Promote Your Personal Brand httpbitly8YLfNS
2,1,RT yogeeraj Likes Dreamworks Animation wow  httplikaholixcomrpCK movies
1,1,CosmoWatch Virtualization Dir James River IceWEB NASA and Cloud Computing  Virtualization Journal httpbitlydoZqGo
2,1,Now Im stronger than yesterday now its nothing but my way my loneliness aint killing me no more twirl HomoExplosion
2,2,Hmmmm to study or to make a nice breakfast Theres only one option here though I may regret it once the pathology marks are in
2,1,Fafsa saved us 555000 this time around
1,1,Fotolog atualizado httpwwwfotologcombrfconrad cosplay steampunk
1,1,AOL Channel Editor Finance London GBR httpbitly9Eap2o AOLJobs AOLCareers Jobs TweetMyJOBS
2,1,Omg httpbitlyc7yoI7  Using this my website got 12k views today National Grammar Day JonasBrothersAre itsNotCool
2,2,ArmaniExxchange I wud butmy bday tomoroI aint puttn it down for no1sum1 gotta put it dwn for me imjustsayin
1,1,7082 WESTMOORLAND DR  Berkeley Hills  Now 1150000  Orig 1200000  Total Reduction 50000  Days On 43 
3,1,justinbieber can you PLEASE follow me and give me a big shoutout  3
3,1,yankeegirl51680 thanks my mom is there now she was walking by saw the line and jumped on it lol
3,1,MeanderingSoul At least I would say it because its truly what you are an adorable amazing dork with a good soul
1,1,Vandalism on 11XX LEXINGTON RD Louisville 40204 KY via spotcrimecom Vandalism httpbitlybC3XZA
3,2,youngmusic I got some shit called BuryBerry weekendyou would think I was lil wayne LOL
1,1,When I get a car the license plate will say HAXLULZ
3,1,F1 Remember the 2009 race edit is now on the F1 web Great to be able to watch it at last
3,1,ShannOOO lol its cooliooo I get off6 today if u wanna come by b4 kid pick up time lmaoo Or u know theyre more than welcome too lol
1,2,The judges on idol are making me not want to watch the show
1,2,i havent seen him yet today i was hoping for a smile
2,2,Her pin is 20D60 P Not giving any of you hahaha
1,1,compLexity Gaming  CounterStrike  World of Warcraft  Team  Today Major League Gaming has annou httpbitlyaLo4L0
2,1,cutealesia after looking at the picture with the article I understand why someone would buy an island
2,1,Loving the track playing on 6music right now
1,2,My knuckle is big gotta work on lefty
1,1,The Urban Playground httpbitlybYlG0H
1,4,GRRRRRRRAAAAAAHHHHH GODD MAYA WHY WONT YOU WORK FOR ME  I really need to see if I can get a tutor to help me learn this stuff 
1,1,Signal Extreme Thing 2010 The Ricardo Laguna Pro BMX Dirt Challenge httpdeluxebmxcomnews201003goodbackyardric
3,3,Made it to work printing out a KRS BLAH Missing his baby like crazy I love you Always and Forever
1,1,Listening to Juke Box Hero by Foreigner httpprhapcomTra2326253 rhapsody
3,1,PPP has surpassed the 100000 view mark A big thank you to our fans and our web partners koldcasttv  bliptv
5,1,EmmaXMichaelX It Was Really Coool  x I Told Jack About It And He Started Pissing Himself  I Looovvveee yooouu Sooooo Mucchhh
2,1,RT lovesmesomeyou Ever wonder about Sin Fat or Gay My video response httpbitly9jM8Ch
2,1,Good Morning Temps right now in the upper 20s
1,4,Nikekaws OH EM GEEE why do i have to be a bean head looser
1,1,LarryMadowo my guess is the Larry Show or Madowo on Business n Tech
2,2,I done texted and called this guy WillMatt he still hasnt hit me back
2,2,Its nice to look over your High School Yearbook and see things are still the same as they were You can still say who are these people
1,2,RadioLunchbox you need to bathe dude
1,1,Would you consider looking at my site and giving feedback httpbitlydCG6Qo
1,1,RT BrunnoAguiar RT ChrissMarquez Cara SETE ANOS DE FALLEN Uhuuuuhhh WorldEvanescenceDay HappyBdayFallen
1,1,RT lah kau mamaknya kek mana  iincebul kasih makan lah ini sodara kalian methaCore Bagasluts httptweetphotocom13238276
1,1,More work  OHare Airport Terminal 3 http4sqcomcx4Xsg
2,1,Just took What kind of Animal are you in bed and got a Teddybear Try it  httpbitlyakrxM8
2,1,RT NBSoftwareStore Five minutes to go Winner will be randomly selected and announced at 1201PM EST NBS httpbitlyNBSiPhone
2,1,Your friends seem to be extra supportive of you now but upon c More for Taurus httptwittascopecomtwittascopesign2
2,1,RT lockerz I like to PLAY the Patric Stump video on Lockerzcom
2,1,RT alacimass VAs are business owners  understand many if not all functions of keeping a business running like a well oiled machine
1,1,RT TeamARIN Announcement Call for Hosting Providers to Present at ARIN XXV httpbitlyaIrEFF
1,1,The Rolling Stones  You Can t Always Get What You Want httpbitlybUMssp
2,1,I just took Which Twilight New Moon Character Are You and got jacob Try it httpbitlyaL06cd
2,1,n00bf4c3pl0x australia wbu 
2,1,wow is all i have to say
1,1,masonworld I thought everyone knew that
1,2,RT Kingjones88 Ive wasted so much time on chicks  thank god I didnt waste the same amount of I feel the same way
3,1,PerezHilton if you do it I would definitely watch it
1,2,Loss of UB rehabilitation program will hurt region The attending physicians are also faculty at the University at httpbitlyclpjZM
3,1,i am off that college work to do ill be on my phone if yah want me just  reply my  love yah all thanks for following 3 xoxo
1,1,RyanSeacrest have they told you who goes tonight yet
1,2,Aint asking nobody for nothing httpwwwyoutubecomwatchvbs4y5si8DGs
3,1,My niche is better than yours httptinyurlcomyd4xuee
3,2,RadSpectacular Sorry to hear it Have made extra noise for you Good luck
1,1,Guys how many times wud u like ur lady to call u in a day
1,3,Have You Heard About The Secret Behind The Secret this is SHOCKING Stuff httpbitlyFREEDVD
1,1,VIDEO The Chimney ProTo The RescueCape Cod Ma httptmogulcomtweetbdrRY
1,1,RT AAFNational Want expert career development advice Attend our free Web seminar Brand YOU on Wed March 31 httpbitlyaJyki1
4,1,omg thank u httptweeterfaxocomBiggestEmilyOsmentFan
1,1,check us out broadcasten live on ustream heres the link httplnkms6g2dP
1,1,Landed in Denverquick layover before continuing to LAand then get ready for 3 broadcast in 2 days
1,2,SoMzUnderstood I might have one F too because my professor gives us nothing but tests  no homework What u got an F in
1,1,beginning iTunes reconstruction on new laptop 9709 songs and 37 GBs to go through
3,1,4real RT JillianMichaels Ok I am obsessed with Carrie underwoods cowboy cassanoca song It takes a woman that hot to make like country
3,1,my thursday eavening tv lineup goesss Eastenders snogmarryavoid then hotter than my daughter then after a while skins WOOP 
1,1,RT craigmod How dead is print
1,1,RT SenateGOPs Sen McConnell on hcr just now This is a fight between Democrats inside the Beltway and cont httptlgddkmoc
1,1,conta logo o segredoooo com com com com gabicardlpj live on httptwitcamcomh54q
1,1,theonlyQuinnBee DM hes just parked in my driveway
1,1,hopes adaa yangg aneehh diseqolaaa  dance httpplurkcomp40jlpb
2,1,MKqueenBee iluvjosh4ever Stare at it and you can kind of see him falling D Renee lesson learned right p
1,1,admiralkuro weeeek ngapain gw disayang maho wkwkwk P
1,1,nowplaying Cruel Summer  Bananarama
3,1,2 and a half hours until i see Jim Halperts beautiful baby
2,2,httpbitlyaEu57j  3 earthquakes in less than 2 month span groaning now but one day the earth will shake w joy
2,2,I need to act upon my feelings Even if my feelings tell me to distance myself from a person I love or have love for Its for the best
1,1,BodyByB Have some curiosity about twitter facebook adwords and how to utilize them for your mlm httphopurlcom69719
1,1,Reformist economist Saeid Laylazs prison sentence reduced to 3 years following appeal  GVF iranelection httpbitlya1bDAH
1,1,Kyun Dooriyan  Shafqat Amanat Ali 2010 PAKISTANI ALBUM Singer  Shafqat Amanat AliMusic Director Shafqat Am httpbitly9FbUyB
2,1,beautifulx3 aight ima hit yall up tomarro after this nigga do somethin on my whip
1,1,Confirmed Microsofts Project Pink Lives and Its Coming to Verizon Exclusive httpowly16IwAD
2,3,godsgirl8494 I wouldnt want to live forever Even though I would meet new people I would lose everyone in my life It would be unbarable
1,2,KermitHermit thats is the logic But twitter is now against common sense
1,1,Free refrigerator astoria queens Free refrigerator standard model light creme color mus httpbitly9hvvN7 httpbitly6KPOg2
1,1,RT colleennika I write about shirleymanson and Elijah Woods OliverPeoples film for InterviewMag httpbitlycyBtrO
2,3,Anyone else watching Terps vs Blue Devils Fear the TURTLE bandwagonfan Kanyeshrug Im new to Maryland lol
4,1,It looks really nice outside Sun is out
1,2,ForeverWithYou but by time I load up my computer it will be 9 and youll be gone D
1,2,mtorres1992 i am whipped i am starting to think about marriage and shit i need her get her to talk to me please
3,1,I just got up to 28044 in DoodleJump Beat that httpitunescomappDoodleJump
1,1,RT africam Nkorho Cam  hyena By Penny2 httpbitlyNF6KI
2,1,catherinealulio random just watch it D
1,1,Vicks future still uncertain The Mercury httpikolans22470
1,1,httptwitpiccom16j4hk  Alexander McQueen
1,2,boomkit18 Awww can I see Nobody deserves to be put down
1,1,NEW Quick Video Post My Companys Latest Expansion Revealed httpbitlydi703K  Please feel free to RT
2,3,Bob Bryar booted from My Chemical Romance Oh thats a real nice way to put it COCKBAGS I always liked Rocksound better anyway AltPress
2,1,eaustin I am prounion Lets quiz pub emp union mems  see what they know about labor movement Raised by local pres  business agent
2,1,JA5KAUR lol hitriple x i wonder what u thought i said durin the verse
1,1,icheatedbecause I want to bootleg my own sex tape
3,1,Praying for you my sista RT HydeiaBroadbent Living with AIDS is a pain
1,2,Oh  now my batteries gonna die sum1 hates me 2nite missed Chezza  am gonna miss wossy
3,1,anugrahayyu u should visit me in gorontalo u can stay at my houseD lol
1,1,The Lounge  Emissions trading scheme gripe Author ThalassSubject Emissions trading scheme gripePosted 05 Marc httpbitlycrWAH0
2,2,mrobertsonUK Thanks but I still miss the legs I work out  still I know Ill never have them back
2,1,Getting ready to rock out at Made with Love Bakery and Cafe  Today at 4pm Yummy yummy httpbitlyaFfOns
2,2,Iremember when I first saw PokerFace by LadyGaGa i thought it was wack but i love it ABDC
1,1,RT TwentyWonder What if you were at a party and HR Pufnstuf showed up
1,1,Scurry County Texas  Billy E Tankersley  Breckenridge American  httpwwwaskbiographycombioScurryCountyTexashtml askbiography
3,1,stuffbyxtine hahahaha exactly five oclock and i just finished that sushi cat game perfect timing P been playing on and off
1,1,RT securitybuyer 2 Pentagon Police Officers Shot at Metro Station By Gunman John Patrick Bedell The AP is reporting httpurl4eu1axyB
1,1,FT China to target economic growth rate of 8 httpbitlya3Y6om Full httpbitlybyCOsR
2,1,Goodmorning The Swagg Rises From his Slumber last day last class lets get it poppin nyc by the end of the night Loveit 
2,2,mikebladen i would love to go 
